Date,Team,Acquired,Relinquished,Notes,Injury,DL_length,Injury_Type
2015-04-05, Nationals, , • Josh Johnson (R.), placed on 15 day DL with strained right elbow,1,15, strained right elbow
2015-04-05, Nationals, , • Nate McLouth, placed on 15 day DL recovering from surgery on right shoulder to repair labrum,1,15,unknown
2015-04-05, Orioles, , • J.J. Hardy, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2015-04-05, Orioles, , • Jimmy Paredes, placed on 15 day DL with strained lower back,1,15, strained lower back
2015-04-05, Orioles, , • Matt Wieters," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",1,15,unknown
2015-04-05, Padres, , • Cory Luebke," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on left elbow",1,15,unknown
2015-04-05, Phillies, , • Chad Billingsley," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",1,15,unknown
2015-04-05, Phillies, , • Jonathan Pettibone, placed on 15 day DL recovering from surgery on right shoulder,1,15,unknown
2015-04-05, Phillies, , • Mario Hollands, placed on 60 day DL with strained flexor tendon in left elbow/forearm,1,60, strained flexor tendon in left elbow/forearm
2015-04-05, Pirates, , • Brandon Cumpton," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",1,15,unknown
2015-04-05, Pirates, , • Chris Stewart, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-04-05, Pirates, , • Jaff Decker, placed on 15 day DL with strained left calf,1,15, strained left calf
2015-04-05, Pirates, , • Justin Sellers, placed on 15 day DL with sore left Achilles,1,15, sore left Achilles
2015-04-05, Rangers, , • Kyuji Fujikawa, placed on 15 day DL with strained right groin,1,15, strained right groin
2015-04-05, Rangers, , • Lisalverto Bonilla, placed on 15 day DL with right elbow impingement,1,15, right elbow impingement
2015-04-05, Rangers, , • Matt Harrison (a), placed on 15 day DL recovering from spinal fusion surgery,1,15,unknown
2015-04-05, Rangers, , • Tanner Scheppers, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2015-04-05, Rangers, , • Yu Darvish," placed on 60 day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow (out for season)",1,60,unknown
2015-04-05, Rays, , • Alex Cobb, placed on 15 day DL with right forearm tendinitis,1,15, right forearm tendinitis
2015-04-05, Rays, , • Jake McGee, placed on 15 day DL recovering from surgery on left elbow,1,15,unknown
2015-04-05, Rays, , • Matt Moore," placed on 60 day DL recovering from ligament replacement (""Tommy John"") surgery on left elbow",1,60,unknown
2015-04-05, Rays, , • Nick Franklin, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2015-04-05, Rays, , • Todd Smyly / Drew Smyly, placed on 15 day DL with left shoulder tendinitis,1,15, left shoulder tendinitis
2015-04-05, Red Sox, , • Edwin Escobar, placed on 15 day DL with left elbow (CBS) / shoulder (CBC MLB) inflammation,1,15, left elbow (CBS) / shoulder (CBC MLB) inflammation
2015-04-05, Reds, , • Homer Bailey, placed on 15 day DL recovering from surgery on right elbow,1,15,unknown
2015-04-05, Reds, , • Jason Bourgeois, placed on 60 day DL with fractured left shoulder,1,60, fractured left shoulder
2015-04-05, Reds, , • Sean Marshall, placed on 60 day DL recovering from surgery on left shoulder,1,60,unknown
2015-04-05, Rockies, , • David Hale, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2015-04-05, Rockies, , • Jorge De La Rosa, placed on 15 day DL with strained left groin,1,15, strained left groin
2015-04-05, Royals, , • Luke Hochevar," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on left elbow",1,15,unknown
2015-04-05, Royals, , • Tim Collins," placed on 15 day DL recovering from ligament replacement (""Tommy John"") surgery on left elbow",1,15,unknown
2015-04-05, Tigers, , • Bruce Rondon," placed on 15 day DL with right biceps tendinitis (CBS SN) / recovering from ligament replacement (""Tommy John"") surgery on right elbow (MLB)",1,15," right biceps tendinitis (CBS SN) / recovering from ligament replacement (""Tommy John"") surgery on right elbow (MLB)"
2015-04-05, White Sox, , • Chris Sale, placed on 15 day DL with fractured right foot,1,15, fractured right foot
2015-04-05, White Sox, , • Eric Surkamp, placed on 15 day DL with strained upper back,1,15, strained upper back
2015-04-05, White Sox, , • Jake Petricka, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2015-04-05, Indians, , • Josh Tomlin, placed on 15 day DL recovering from surgery on right shoulder,1,15,unknown
2015-04-06, Braves, , • Josh Outman, placed on 60 day DL with surgery on left shoulder / sore left shoulder (CBS MLB),1,60, surgery on left shoulder / sore left shoulder (CBS MLB)
2015-04-06, Mets, , • Cesar Puello, placed on 15 day DL with stress fracture in lower back,1,15, stress fracture in lower back
2015-04-07, Giants, , • Matt Cain, placed on 15 day DL with strained flexor tendon in right forearm,1,15, strained flexor tendon in right forearm
2015-04-07, Mets, , • Jenrry Mejia, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2015-04-08, Rays, , • James Loney, placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2015-04-08, Tigers, , • Joe Nathan, placed on 15 day DL with strained ligament in right elbow,1,15, strained ligament in right elbow
2015-04-08, Rays, , • Burch Smith," placed on 60 day DL recovering from ligament replacement (""Tommy John"") surgery on right elbow",1,60,unknown
2015-04-09, Rays, , • John Jaso, placed on 15 day DL with bruised left wrist,1,15, bruised left wrist
2015-04-10, Cubs, , • Justin Grimm, placed on 15 day DL with right forearm inflammation,1,15, right forearm inflammation
2015-04-10, Padres, , • Ian Kennedy (a), placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-04-10, Twins, , • Ricky Nolasco, placed on 15 day DL with sore right elbow / right elbow inflammation,1,15, sore right elbow / right elbow inflammation
2015-04-11, Orioles, , • Wesley Wright, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2015-04-11, Rangers, , • Derek Holland, placed on 60 day DL with left shoulder injury / strained right shoulder (CBS) / strained left shoulder (MLB),1,60, left shoulder injury / strained right shoulder (CBS) / strained left shoulder (MLB)
2015-04-11, Rangers, , • Ryan Rua, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2015-04-11, Mets, , • Jenrry Mejia, placed on restricted list,1,0,unknown
2015-04-12, Diamondbacks, , • Gerald Laird, placed on 15 day DL with lower back spasms,1,15, lower back spasms
2015-04-12, Indians, , • Yan Gomes, placed on 15 day DL with sprained right knee,1,15, sprained right knee
2015-04-13, Mariners, , • Tom Wilhelmsen, placed on 15 day DL with hyperextended right elbow,1,15, hyperextended right elbow
2015-04-13, Marlins, , • Don Kelly, placed on 15 day DL with fractured right ring finger,1,15, fractured right ring finger
2015-04-13, Marlins, , • Henderson Alvarez, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-04-13, Marlins, , • Jeff Mathis, placed on 15 day DL with fractured right ring finger,1,15, fractured right ring finger
2015-04-13, Red Sox, , • Brandon Workman, placed on 15 day DL with sore right elbow,1,15, sore right elbow
2015-04-14, Cubs, , • Tommy La Stella / Tommy LaStella, placed on 15 day DL with strained right oblique / right rib cage inflammation,1,15, strained right oblique / right rib cage inflammation
2015-04-14, Royals, , • Alex Rios, placed on 15 day DL with fractured left hand,1,15, fractured left hand
2015-04-15, Mets, , • David Wright (b), placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-04-15, Nationals, , • Craig Stammen, placed on 15 day DL with torn flexor tendon in right forearm,1,15, torn flexor tendon in right forearm
2015-04-17, Astros, , • Brad Peacock, placed on 15 day DL with strained left intercostal,1,15, strained left intercostal
2015-04-17, Brewers, , • Carlos Gomez (Argelis), placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-04-17, Cubs, , • Mike Olt, placed on 15 day DL with fractured right wrist,1,15, fractured right wrist
2015-04-17, Cubs, , • Neil Ramirez, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-04-17, Rays, , • Jeff Beliveau, placed on 15 day DL with left shoulder fatigue/soreness,1,15, left shoulder fatigue/soreness
2015-04-17, Twins, , • Brian Duensing, placed on 15 day DL with strained right intercostal,1,15, strained right intercostal
2015-04-17, White Sox, , • Rob Brantly, placed on 15 day DL with fractured left thumb,1,15, fractured left thumb
2015-04-18, Giants, , • Jake Peavy, placed on 15 day DL with strained back,1,15, strained back
2015-04-18, Orioles, , • Jonathan Schoop, placed on 15 day DL with torn ligament in right knee,1,15, torn ligament in right knee
2015-04-18, Royals, , • Greg Holland, placed on 15 day DL with strained right pectoral muscle,1,15, strained right pectoral muscle
2015-04-19, Cardinals, , • Randal Grichuk, placed on 15 day DL with strained lower back,1,15, strained lower back
2015-04-19, Rockies, , • John Axford, placed on restricted list,1,0,unknown
2015-04-20, Brewers, , • Jonathan Lucroy, placed on 15 day DL with fractured left toe,1,15, fractured left toe
2015-04-20, Mets, , • Jerry Blevins, placed on 15 day DL with fractured left forearm,1,15, fractured left forearm
2015-04-20, Mets, , • Travis d'Arnaud, placed on 15 day DL with fractured right little finger,1,15, fractured right little finger
2015-04-20, White Sox, , • Javy Guerra / Luis Guerra, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-04-21, Brewers, , • Ryan Gennett / Scooter Gennett, placed on 15 day DL with lacerated left hand,1,15, lacerated left hand
2015-04-21, Diamondbacks, , • Jake Lamb, placed on 15 day DL with stress reaction in left foot,1,15, stress reaction in left foot
2015-04-22, Nationals, , • Felipe Rivero, placed on 15 day DL with gastrointestinal bleeding,1,15, gastrointestinal bleeding
2015-04-22, Phillies, , • Sean O'Sullivan, placed on 15 day DL with left knee tendinitis,1,15, left knee tendinitis
2015-04-22, Rays, , • Ryan Brett, placed on 15 day DL with subluxation of left shoulder,1,15, subluxation of left shoulder
2015-04-22, Rockies, , • LaTroy Hawkins, placed on 15 day DL with strained right biceps,1,15, strained right biceps
2015-04-22, Rangers, , • Nick Tepesch, placed on 15 day DL with nerve imflammation in right arm,1,15, nerve imflammation in right arm
2015-04-23, Blue Jays, , • Dioner Navarro, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-04-23, Rays, , • C.J. Riefenhauser, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2015-04-24, Mariners, , • Hisashi Iwakuma, placed on 15 day DL with strained right lat muscle,1,15, strained right lat muscle
2015-04-24, Marlins, , • Christian Yelich, placed on 15 day DL with strained lower back,1,15, strained lower back
2015-04-24, Orioles, , • Ryan Flaherty, placed on 15 day DL with strained right groin,1,15, strained right groin
2015-04-24, Padres, , • Shawn Kelley, placed on 15 day DL with strained left calf,1,15, strained left calf
2015-04-25, Athletics, , • Ben Zobrist, placed on 15 day DL with torn medial meniscus in left knee,1,15, torn medial meniscus in left knee
2015-04-25, Red Sox, , • Shane Victorino, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-04-25, White Sox, , • Matt Albers, placed on 15 day DL with fractured right little finger,1,15, fractured right little finger
2015-04-26, Cardinals, , • Adam Wainwright, placed on 15 day DL with torn left Achilles tendon,1,15, torn left Achilles tendon
2015-04-26, Dodgers, , • Joel Peralta, placed on 15 day DL with strained neck / sore right shoulder (CBS),1,15, strained neck / sore right shoulder (CBS)
2015-04-26, Dodgers, , • Yasiel Puig, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-04-27, Dodgers, , • Brandon McCarthy, placed on 15 day DL with torn UCL in right elbow,1,15, torn UCL in right elbow
2015-04-27, Reds, , • Homer Bailey, placed on 15 day DL recovering from surgery on right elbow to repair torn UCL,1,15,unknown
2015-04-27, Rockies, , • Adam Ottavino, placed on 15 day DL with right triceps inflammation,1,15, right triceps inflammation
2015-04-28, Astros, , • Jed Lowrie, placed on 15 day DL with torn ligament in right thumb,1,15, torn ligament in right thumb
2015-04-28, Blue Jays, , • Jose Reyes (Bernabe), placed on 15 day DL with fractured left rib,1,15, fractured left rib
2015-04-28, Dodgers, , • Carl Crawford, placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2015-04-28, Rangers, , • Mitch Moreland, placed on 15 day DL with surgery on left elbow,1,15, surgery on left elbow
2015-04-28, Yankees, , • Masahiro Tanaka, placed on 15 day DL with strained right forearm and right wrist tendinitis,1,15, strained right forearm and right wrist tendinitis
2015-04-29, Diamondbacks, , • Archie Bradley, placed on 15 day DL with fractured right sinus / bruising and swelling in face,1,15, fractured right sinus / bruising and swelling in face
2015-04-29, Nationals, , • Reed Johnson, placed on 15 day DL with strained left calf,1,15, strained left calf
2015-04-29, Reds, , • Manuel Parra / Manny Parra, placed on 15 day DL with strained neck,1,15, strained neck
2015-04-29, Mets, , • Rafael Montero, placed on 15 day DL with right rotator cuff inflammation,1,15, right rotator cuff inflammation
2015-04-29, Rays, , • Kirby Yates, placed on 15 day DL with strained right pectoral muscle,1,15, strained right pectoral muscle
2015-04-30, Braves, , • Chris Johnson (Dalton), placed on 15 day DL with fractured left hand,1,15, fractured left hand
2015-04-30, Twins, , • Casey Fien, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2015-05-01, Indians, , • Glenn House / T.J. House, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2015-05-01, Royals, , • Alcides Escobar, placed on 7 day DL with concussion and bruised left cheek,1,7, concussion and bruised left cheek
2015-05-01, Twins, , • Tim Stauffer, placed on 15 day DL with strained right intercostal,1,15, strained right intercostal
2015-05-02, Athletics, , • Eric O'Flaherty, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2015-05-02, Red Sox, , • Ryan Hanigan, placed on 15 day DL with fractured right hand,1,15, fractured right hand
2015-05-03, Cardinals, , • Jordan Walden, placed on 15 day DL with right biceps inflammation,1,15, right biceps inflammation
2015-05-03, Rays, , • Desmond Jennings, placed on 15 day DL with bursitis in left knee,1,15, bursitis in left knee
2015-05-04, Mariners, , • Austin Jackson, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2015-05-04, Mariners, , • Julio Morban, placed on restricted list,1,0,unknown
2015-05-04, Twins, , • Oswaldo Arcia, placed on 15 day DL with strained right hip flexor,1,15, strained right hip flexor
2015-05-05, Cubs, , • Chris Denorfia, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-05-05, Padres, , • Brandon Morrow, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-05-05, Twins, , • Eduardo Núñez, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2015-05-06, Astros, , • George Springer, placed on 7 day DL with concussion,1,7, concussion
2015-05-06, Pirates, , • Andrew Lambo, placed on 15 day DL with plantar fasciitis in left foot,1,15, plantar fasciitis in left foot
2015-05-06, Royals, , • Erik Kratz, placed on 15 day DL with plantar fasciitis in left foot,1,15, plantar fasciitis in left foot
2015-05-06, Yankees, , • Gregorio Petit, placed on 15 day DL with bruised right hand,1,15, bruised right hand
2015-05-07, Orioles, , • Everth Cabrera, placed on 15 day DL with bruised left foot,1,15, bruised left foot
2015-05-08, Mets, , • Dillon Gee, placed on 15 day DL with strained right groin,1,15, strained right groin
2015-05-08, Orioles, , • Kevin Gausman, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2015-05-08, Padres, , • Yonder Alonso, placed on 15 day DL with bone bruise in right shoulder,1,15, bone bruise in right shoulder
2015-05-08, Rays, , • Todd Smyly / Drew Smyly, placed on 15 day DL with sore left shoulder,1,15, sore left shoulder
2015-05-08, Royals, , • Jason Vargas, placed on 15 day DL with strained left flexor,1,15, strained left flexor
2015-05-09, Tigers, , • Alex Avila, placed on 15 day DL with loose bodies in left knee,1,15, loose bodies in left knee
2015-05-09, Yankees, , • Chris Martin, placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2015-05-09, Mariners, , • Tyler Olson, placed on 15 day DL with bruised right knee,1,15, bruised right knee
2015-05-10, Blue Jays, , • Michael Saunders, placed on 15 day DL with left knee inflammation,1,15, left knee inflammation
2015-05-12, Orioles, , • Ryan Flaherty, placed on 15 day DL with strained right groin,1,15, strained right groin
2015-05-13, Mets, , • Buddy Carlyle, placed on 15 day DL with strained lower back / back spasms (MLB),1,15, strained lower back / back spasms (MLB)
2015-05-13, Orioles, , • Jason Garcia, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2015-05-14, Astros, , • Brett Oberholtzer, placed on 15 day DL with blister on left index finger,1,15, blister on left index finger
2015-05-14, Braves, , • Kelly Johnson, placed on 15 day DL with strained right oblique muscle,1,15, strained right oblique muscle
2015-05-14, Brewers, , • Jean Segura, placed on 15 day DL with fractured right pinkie finger,1,15, fractured right pinkie finger
2015-05-14, Dodgers, , • Pedro Baez, placed on 15 day DL with strained right pectoral,1,15, strained right pectoral
2015-05-14, Red Sox, , • Justin Masterson, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2015-05-14, Rockies, , • Brooks Brown, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-05-14, Cardinals, , • Jon Jay, placed on 15 day DL with left wrist tendinitis,1,15, left wrist tendinitis
2015-05-14, Pirates, , • Antonio Bastardo, placed on restricted list,1,0,unknown
2015-05-15, Indians, , • Mike Aviles (Anthony), placed on restricted list,1,0,unknown
2015-05-15, Mets, , • Dilson Herrera, placed on 15 day DL with fractured right middle finger,1,15, fractured right middle finger
2015-05-15, Nationals, , • Doug Fister, placed on 15 day DL with tightness in right forearm,1,15, tightness in right forearm
2015-05-15, Yankees, , • Chase Whitley, placed on 15 day DL with sprained right elbow,1,15, sprained right elbow
2015-05-16, Rockies, , • Justin Morneau, placed on 7 day DL with concussion,1,7, concussion
2015-05-16, Twins, , • Jordan Schafer, placed on 15 day DL with right knee injury,1,15, right knee injury
2015-05-16, Royals, , • Brian Flynn, placed on 60 day DL with torn left latissimus dorsi,1,60, torn left latissimus dorsi
2015-05-17, Athletics, , • Ike Davis (a), placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2015-05-17, Phillies, , • Chad Billingsley, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2015-05-17, Rangers, , • Ross Detwiler, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2015-05-18, Astros, , • Samuel Deduno, placed on 15 day DL with strained lower back,1,15, strained lower back
2015-05-18, Braves, , • Phil Gosselin, placed on 15 day DL with fractured left thumb,1,15, fractured left thumb
2015-05-18, Marlins, , • Jarred Cosart, placed on 15 day DL with vertigo,1,15, vertigo
2015-05-18, Orioles, , • Bud Norris, placed on 15 day DL with bronchitis,1,15, bronchitis
2015-05-19, Nationals, , • Jayson Werth, placed on 15 day DL with bruised left wrist,1,15, bruised left wrist
2015-05-19, Padres, , • Wil Myers, placed on 15 day DL with left wrist tendinitis,1,15, left wrist tendinitis
2015-05-19, Rockies, , • Corey Dickerson, placed on 15 day DL with plantar fasciitis in left foot,1,15, plantar fasciitis in left foot
2015-05-19, Tigers, , • Victor Martinez (Jesus), placed on 15 day DL with left knee inflammation,1,15, left knee inflammation
2015-05-19, Yankees, , • Jacoby Ellsbury, placed on 15 day DL with sprained right knee,1,15, sprained right knee
2015-05-20, Athletics, , • Drew Pomeranz, placed on 15 day DL with sprained AC joint in left shoulder,1,15, sprained AC joint in left shoulder
2015-05-21, Blue Jays, , • Devon Travis, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2015-05-22, Athletics, , • Edward Mujica, placed on 15 day DL with fractured right thumb,1,15, fractured right thumb
2015-05-22, Marlins, , • Henderson Alvarez, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2015-05-22, Marlins, , • Mat Latos, placed on 15 day DL with left knee inflammation,1,15, left knee inflammation
2015-05-22, Nationals, , • Sammy Solis, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2015-05-22, Rangers, , • Kyle Blanks, placed on 15 day DL with removal of cyst in area of tailbone,1,15, removal of cyst in area of tailbone
2015-05-22, Athletics, , • Tyler Ladendorf, placed on 60 day DL recovering from surgery on left ankle,1,60,unknown
2015-05-23, Athletics, , • Covelli Crisp / Coco Crisp, placed on 15 day DL with cervical strain,1,15, cervical strain
2015-05-23, Dodgers, , • Yasmani Grandal, placed on 7 day DL with concussion,1,7, concussion
2015-05-23, Rockies, , • Ken Roberts, placed on 15 day DL with left elbow inflammation,1,15, left elbow inflammation
2015-05-24, Angels, , • Mike Morin, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2015-05-24, Braves, , • Elmer Reyes, placed on restricted list,1,0,unknown
2015-05-24, Red Sox, , • Shane Victorino, placed on 15 day DL with strained left calf,1,15, strained left calf
2015-05-24, Tigers, , • Kyle Lobstein, placed on 15 day DL with left shoulder inflammation (CBC) / sore left shoulder (CBS MLB),1,15, left shoulder inflammation (CBC) / sore left shoulder (CBS MLB)
2015-05-24, Red Sox, , • Anthony Varvaro, placed on 15 day DL with strained flexor in right elbow,1,15, strained flexor in right elbow
2015-05-25, Brewers, , • Wily Peralta, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2015-05-25, Rangers, , • Neftali Feliz, placed on 15 day DL with axillary abscess on right side,1,15, axillary abscess on right side
2015-05-25, Rays, , • James Loney, placed on 15 day DL with fractured left middle finger,1,15, fractured left middle finger
2015-05-25, Reds, , • Devin Mesoraco, placed on 15 day DL with strained left hip,1,15, strained left hip
2015-05-25, Royals, , • Danny Duffy, placed on 15 day DL with left biceps tendinitis,1,15, left biceps tendinitis
2015-05-26, Diamondbacks, , • Enrique Burgos, placed on 15 day DL with sore right shoulder / right shoulder tendinitis,1,15, sore right shoulder / right shoulder tendinitis
2015-05-26, Marlins, , • Michael Morse / Mike Morse, placed on 15 day DL with strained right ring finger,1,15, strained right ring finger
2015-05-27, Cardinals, , • Matt Adams, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2015-05-28, Angels, , • Collin Cowgill, placed on 15 day DL with sprained right wrist,1,15, sprained right wrist
2015-05-28, Indians, , • Scott Atchison, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2015-05-28, Red Sox, , • Daniel Nava, placed on 15 day DL with strained left thumb,1,15, strained left thumb
2015-05-29, Astros, , • Scott Feldman, placed on 15 day DL with surgery on right knee to repair torn medial meniscus,1,15, surgery on right knee to repair torn medial meniscus
2015-05-29, Brewers, , • Brandon Kintzler, placed on 15 day DL with patella tendinitis in left knee,1,15, patella tendinitis in left knee
2015-05-29, Diamondbacks, , • James Gosewisch / Tuffy Gosewisch, placed on 15 day DL with torn ACL in left knee,1,15, torn ACL in left knee
2015-05-29, Mariners, , • James Paxton, placed on 15 day DL with strained tendon in left middle finger,1,15, strained tendon in left middle finger
2015-05-29, Mariners, , • Joe Beimel, placed on restricted list,1,0,unknown
2015-05-29, Yankees, , • Zachary Heathcott / Slade Heathcott, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2015-05-30, Athletics, , • Sean Doolittle, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2015-05-30, Blue Jays, , • Steve Tolleson, placed on 15 day DL with strained left groin,1,15, strained left groin
2015-05-30, Nationals, , • Stephen Strasburg, placed on 15 day DL with tightness in neck,1,15, tightness in neck
2015-05-31, Brewers, , • Khris Davis, placed on 15 day DL with torn meniscus in right knee,1,15, torn meniscus in right knee
2015-05-31, Dodgers, , • Steven Rodriguez (b) / Paco Rodriguez, placed on 15 day DL with strained left elbow,1,15, strained left elbow
2015-05-31, Rays, , • Tim Beckham, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-06-01, Rangers, , • Adrian Beltre, placed on 15 day DL with lacerated/sprained left thumb,1,15, lacerated/sprained left thumb
2015-06-01, Rockies, , • Jordan Lyles, placed on 15 day DL with sprained left big toe,1,15, sprained left big toe
2015-06-02, Dodgers, , • Scott Van Slyke, placed on 15 day DL with sore back / left mid back inflammation,1,15, sore back / left mid back inflammation
2015-06-03, Cubs, , • Jorge Soler, placed on 15 day DL with left ankle injury,1,15, left ankle injury
2015-06-03, Reds, , • Marlon Byrd, placed on 15 day DL with fractured right wrist,1,15, fractured right wrist
2015-06-04, Diamondbacks, , • Archie Bradley, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2015-06-04, Rangers, , • Josh Hamilton, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-06-04, Twins, , • Ricky Nolasco, placed on 15 day DL with right ankle impingement,1,15, right ankle impingement
2015-06-05, Giants, , • Jean Machi, placed on 15 day DL with strained left groin,1,15, strained left groin
2015-06-05, Mets, , • Daniel Murphy, placed on 15 day DL with strained left quadriceps,1,15, strained left quadriceps
2015-06-05, Reds, , • Raisel Iglesias, placed on 15 day DL with strained left oblique (CBS) / right shoulder tendinitis (MLB),1,15, strained left oblique (CBS) / right shoulder tendinitis (MLB)
2015-06-07, Rangers, , • Ross Ohlendorf, placed on 15 day DL with strained right groin,1,15, strained right groin
2015-06-07, White Sox, , • Dan Jennings (b), placed on 15 day DL with neck inflammation,1,15, neck inflammation
2015-06-08, Marlins, , • Bryan Morris / Avery Morris, placed on 15 day DL with strained lower back,1,15, strained lower back
2015-06-08, Rockies, , • Rafael Betancourt, placed on 15 day DL with vertigo & sinus infection,1,15, vertigo & sinus infection
2015-06-09, Cardinals, , • Matt Holliday, placed on 15 day DL with strained right quadriceps,1,15, strained right quadriceps
2015-06-09, Rays, , • Jake Odorizzi, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2015-06-10, Giants, , • Gregor Blanco, placed on 7 day DL with concussion,1,7, concussion
2015-06-10, Yankees, , • Andrew Miller (a), placed on 15 day DL with right forearm injury / strained flexor muscle in left forearm (CBS MLB),1,15, right forearm injury / strained flexor muscle in left forearm (CBS MLB)
2015-06-11, Nationals, , • Ryan Zimmerman (W.), placed on 15 day DL with plantar fasciitis in left foot,1,15, plantar fasciitis in left foot
2015-06-11, Orioles, , • Miguel Gonzalez (Angel), placed on 15 day DL with strained right groin,1,15, strained right groin
2015-06-11, Rays, , • Andrew Bellatti, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2015-06-11, Reds, , • Zack Cozart, placed on 15 day DL with surgery on right knee to repair torn ligaments,1,15, surgery on right knee to repair torn ligaments
2015-06-12, Athletics, , • Pat Venditte, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2015-06-12, Cardinals, , • Lance Lynn, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2015-06-12, Giants, , • Hunter Pence, placed on 15 day DL with sore left wrist / left wrist tendinitis (MLB),1,15, sore left wrist / left wrist tendinitis (MLB)
2015-06-12, Mets, , • Erik Goeddel, placed on 15 day DL with strained right elbow,1,15, strained right elbow
2015-06-12, Nationals, , • Aaron Barrett, placed on 15 day DL with strained right biceps,1,15, strained right biceps
2015-06-13, Royals, , • Jason Vargas, placed on 15 day DL with strained left flexor,1,15, strained left flexor
2015-06-14, Blue Jays, , • Aaron Sanchez, placed on 15 day DL with strained right lat,1,15, strained right lat
2015-06-14, Indians, , • Nick Swisher, placed on 15 day DL with left knee inflammation,1,15, left knee inflammation
2015-06-14, Twins, , • Aaron Hicks, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2015-06-15, Padres, , • Wil Myers, placed on 15 day DL with left wrist inflammation/tendinitis,1,15, left wrist inflammation/tendinitis
2015-06-15, Rangers, , • Delino DeShields Jr., placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2015-06-15, Reds, , • Tony Cingrani, placed on 15 day DL with strained left shoulder,1,15, strained left shoulder
2015-06-16, Diamondbacks, , • Ender Inciarte, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2015-06-16, Reds, , • Jon Moscot, placed on 15 day DL with dislocated left shoulder,1,15, dislocated left shoulder
2015-06-17, Cubs, , • Zac Rosscup, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
