Date,Team,Acquired,Relinquished,Notes,Injury,DL_length,Injury_Type
2007-05-04, Angels, , • Garret Anderson, placed on 15 day DL with torn right hip flexor tendon,1,15, torn right hip flexor tendon
2007-05-04, Athletics, , • Mike Piazza (Joseph), placed on 15 day DL with sprained right shoulder,1,15, sprained right shoulder
2007-05-04, Orioles, , • Adam Loewen, placed on 15 day DL with stress fracture in left elbow,1,15, stress fracture in left elbow
2007-05-04, Padres, , • Clay Hensley, placed on 15 day DL with strained right groin,1,15, strained right groin
2007-05-04, Phillies, , • Tom Gordon, placed on 15 day DL with right rotator cuff inflammation,1,15, right rotator cuff inflammation
2007-05-05, Phillies, , • Ryan Madson, placed on 15 day DL with strained left oblique muscle,1,15, strained left oblique muscle
2007-05-05, Rangers, , • Kevin Millwood, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2007-05-05, Tigers, , • Joel Zumaya, placed on 15 day DL with ruptured tendon in right middle finger,1,15, ruptured tendon in right middle finger
2007-05-06, Cardinals, , • Preston Wilson, placed on 15 day DL with right knee inflammation,1,15, right knee inflammation
2007-05-06, Dodgers, , • Marlon Anderson, placed on 15 day DL with sore right elbow,1,15, sore right elbow
2007-05-06, Marlins, , • Cody Ross, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2007-05-06, Nationals, , • John Patterson (b), placed on 15 day DL with sore right elbow/biceps,1,15, sore right elbow/biceps
2007-05-06, Twins, , • Joe Mauer, placed on 15 day DL with strained left quadricep,1,15, strained left quadricep
2007-05-07, Indians, , • Jake Westbrook, placed on 15 day DL with strained left abdominal muscle,1,15, strained left abdominal muscle
2007-05-08, Angels, , • Justin Speier, placed on 15 day DL with non baseball related medical condition (flu per CBC & CBS),1,15, non baseball related medical condition (flu per CBC & CBS)
2007-05-08, Nationals, , • Ryan Wagner, placed on 15 day DL with right rotator cuff inflammation,1,15, right rotator cuff inflammation
2007-05-09, Reds, , • Eric Milton, placed on 15 day DL with sprained left elbow,1,15, sprained left elbow
2007-05-10, Blue Jays, , • Victor Zambrano, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2007-05-10, Giants, , • Dave Roberts (a), placed on 15 day DL with bone spurs in left elbow,1,15, bone spurs in left elbow
2007-05-11, Blue Jays, , • Roy Halladay, placed on 15 day DL with acute appendicitis,1,15, acute appendicitis
2007-05-11, Diamondbacks, , • Alberto Callaspo, placed on restricted list,1,0,unknown
2007-05-11, Mariners, , • Jeff Weaver, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2007-05-11, Marlins, , • Henry Owens (Jay), placed on 15 day DL with right shoulder rotator cuff tendinitis,1,15, right shoulder rotator cuff tendinitis
2007-05-11, Royals, , • Jason LaRue, placed on 15 day DL with brused left clavicle,1,15, brused left clavicle
2007-05-11, Twins, , • Josh Rabe, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2007-05-12, Phillies, , • Ryan Howard (James), placed on 15 day DL with strained left quadricep,1,15, strained left quadricep
2007-05-13, Orioles, , • Jon Leicester, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-05-13, Royals, , • Luke Hudson, placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2007-05-13, Royals, , • Ross Gload, placed on 15 day DL with strained (torn per CBS) right quadriceps,1,15, strained (torn per CBS) right quadriceps
2007-05-14, Nationals, , • Shawn Hill (a), placed on 15 day DL with strained left shoulder (elbow per CBC),1,15, strained left shoulder (elbow per CBC)
2007-05-15, Athletics, , • Huston Street, placed on 15 day DL with irritation in ulnar nerve in right elbow,1,15, irritation in ulnar nerve in right elbow
2007-05-15, Marlins, , • Mike Jacobs, placed on 15 day DL with thumb injury,1,15, thumb injury
2007-05-15, Rangers, , • Kevin Millwood, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2007-05-15, Rangers, , • Ron Mahay, placed on 15 day DL with strained right rib cage,1,15, strained right rib cage
2007-05-16, Athletics, , • Chris Snelling, placed on 15 day DL with bruised left knee,1,15, bruised left knee
2007-05-16, Braves, , • Michael Gonzalez (Vela) / Mike Gonzalez (Vela), placed on 15 day DL with arm injury,1,15, arm injury
2007-05-16, Diamondbacks, , • Chad Tracy (Austin), placed on 15 day DL with strained oblique,1,15, strained oblique
2007-05-16, Mets, , • Moises Alou, placed on 15 day DL with pulled left quadricep,1,15, pulled left quadricep
2007-05-16, Nationals, , • Jerome Williams, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-05-16, Rangers, , • Brad Wilkerson, placed on 15 day DL with pulled right hamstring,1,15, pulled right hamstring
2007-05-16, Tigers, , • Jeremy Bonderman, placed on 15 day DL with finger blister,1,15, finger blister
2007-05-16, Twins, , • Jesse Crain, placed on 15 day DL with right shoulder inflammation (torn labrum & rotator cuff in right shoulder per CBS),1,15, right shoulder inflammation (torn labrum & rotator cuff in right shoulder per CBS)
2007-05-17, Devil Rays, , • Rocco Baldelli, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2007-05-17, Marlins, , • Mike Jacobs, placed on 15 day DL with fractured right thumb,1,15, fractured right thumb
2007-05-17, Red Sox, , • Josh Beckett, placed on 15 day DL with avulsion on right middle finger,1,15, avulsion on right middle finger
2007-05-18, Nationals, , • Jason Bergmann, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2007-05-18, Rangers, , • Hank Blalock, placed on 60 day DL with right shoulder injury (Thoracic Outlet Syndrome),1,60, right shoulder injury (Thoracic Outlet Syndrome)
2007-05-18, Rockies, , • Zach McClellan, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2007-05-19, Marlins, , • Ricky Nolasco, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2007-05-19, Rangers, , • Jerry Hairston Jr., placed on 15 day DL with pinched nerve in neck,1,15, pinched nerve in neck
2007-05-20, Braves, , • Anthony Lerew, placed on 15 day DL with ulnar neuritis in elbow,1,15, ulnar neuritis in elbow
2007-05-20, Yankees, , • Darrell Rasner, placed on 60 day DL with fractured right index finger,1,60, fractured right index finger
2007-05-22, Angels, , • Maicer Izturis, placed on 15 day DL with right hamstring irritation,1,15, right hamstring irritation
2007-05-22, Athletics, , • Justin Duchscherer, placed on 15 day DL with strained right hip,1,15, strained right hip
2007-05-22, Reds, , • Josh Hamilton, placed on 15 day DL with gastroenteritis,1,15, gastroenteritis
2007-05-22, Twins, , • Glen Perkins, placed on 15 day DL with strained muscle in back of left shoulder,1,15, strained muscle in back of left shoulder
2007-05-23, Athletics, , • Milton Bradley, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2007-05-23, Dodgers, , • Chin-Hui Tsao, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-05-23, Mariners, , • Chris Reitsma, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2007-05-24, Brewers, , • Elmer Dessens, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-05-24, Devil Rays, , • Josh Paul, placed on 15 day DL with sprained left elbow,1,15, sprained left elbow
2007-05-24, Twins, , • Dennys Reyes, placed on 15 day DL with left shoulder rotator cuff inflammation,1,15, left shoulder rotator cuff inflammation
2007-05-25, Athletics, , • Connor Robertson, placed on 15 day DL with fractured right thumb,1,15, fractured right thumb
2007-05-25, Mariners, , • Horacio Ramirez, placed on 15 day DL with left shoulder tendinitis,1,15, left shoulder tendinitis
2007-05-25, Phillies, , • Brett Myers, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-05-26, Athletics, , • Eric Chavez, placed on 15 day DL with tricep injury,1,15, tricep injury
2007-05-26, Diamondbacks, , • Jason Smith (William), placed on 15 day DL with appendicitis (burst appendix),1,15, appendicitis (burst appendix)
2007-05-26, Padres, , • Brian Giles (S.), placed on 15 day DL with right knee injury,1,15, right knee injury
2007-05-26, Royals, , • Joakim Soria, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2007-05-26, Tigers, , • Fernando Rodney, placed on 15 day DL with biceps tendinitis,1,15, biceps tendinitis
2007-05-27, White Sox, , • Pablo Ozuna, placed on 15 day DL with fractured right fibula and torn right deltoid ligament,1,15, fractured right fibula and torn right deltoid ligament
2007-05-28, Rockies, , • Josh Fogg, placed on 15 day DL with strained left hamstring/groin,1,15, strained left hamstring/groin
2007-05-29, Mets, , • Shawn Green, placed on 15 day DL with chip fracture on base of first metatarsal of right foot,1,15, chip fracture on base of first metatarsal of right foot
2007-05-29, Reds, , • Ryan Freel, placed on 15 day DL with bruised head & neck,1,15, bruised head & neck
2007-05-30, Cardinals, , • Yadier Molina, placed on 15 day DL with fractured left wrist,1,15, fractured left wrist
2007-05-31, Brewers, , • Rickie Weeks Jr., placed on 15 day DL with right wrist tendinitis,1,15, right wrist tendinitis
2007-05-31, Cubs, , • Henry Blanco, placed on 15 day DL with cervical herniated disc,1,15, cervical herniated disc
2007-06-01, Astros, , • Rick White, placed on 15 day DL with pinched nerve in neck,1,15, pinched nerve in neck
2007-06-01, Braves, , • Chipper Jones, placed on 15 day DL with right thumb injury,1,15, right thumb injury
2007-06-01, Dodgers, , • Yhency Brazoban, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2007-06-01, White Sox, , • Darin Erstad, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2007-06-01, Yankees, , • Jason Giambi, placed on 15 day DL with foot injury (plantar fasciitis),1,15, foot injury (plantar fasciitis)
2007-06-02, Mariners, , • Sean White, placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2007-06-03, Blue Jays, , • Lyle Overbay, placed on 15 day DL with fractured right hand,1,15, fractured right hand
2007-06-03, Cubs, , • Daryle Ward, placed on 15 day DL with strained left hip,1,15, strained left hip
2007-06-03, Yankees, , • Doug Mientkiewicz, placed on 15 day DL with concussion & fractured right wrist,1,15, concussion & fractured right wrist
2007-06-04, Devil Rays, , • Shawn Riggans, placed on 15 day DL with right elbow tendinitis,1,15, right elbow tendinitis
2007-06-06, Cubs, , • Angel Guzman, placed on 15 day DL with strained right elbow,1,15, strained right elbow
2007-06-06, Tigers, , • Nate Robertson, placed on 15 day DL with left arm fatigue,1,15, left arm fatigue
2007-06-06, White Sox, , • Joe Crede, placed on 15 day DL with lower back inflammation,1,15, lower back inflammation
2007-06-07, Giants, , • Russ Ortiz, placed on 15 day DL with strained right forearm,1,15, strained right forearm
2007-06-07, Mets, , • Endy Chavez, placed on 15 day DL with left hamstring injury,1,15, left hamstring injury
2007-06-07, Tigers, , • Zach Miner, placed on 15 day DL,1,15,unknown
2007-06-08, Athletics, , • Milton Bradley, placed on 15 day DL with strained right calf,1,15, strained right calf
2007-06-08, Dodgers, , • Ramon Martinez (E.), placed on 15 day DL with sore lower back,1,15, sore lower back
2007-06-08, Orioles, , • Ramon Hernandez (J.), placed on 15 day DL with bruised groin,1,15, bruised groin
2007-06-09, Braves, , • Lance Cormier, placed on 15 day DL with sore arm,1,15, sore arm
2007-06-09, Giants, , • Eliezer Alfonzo, placed on 15 day DL with knee injury,1,15, knee injury
2007-06-09, Giants, , • Fred Lewis (a), placed on 15 day DL with right side injury,1,15, right side injury
2007-06-09, Mariners, , • Jon Huber, placed on 15 day DL with right forearm stiffness,1,15, right forearm stiffness
2007-06-09, Phillies, , • Freddy Garcia, placed on 15 day DL with shoulder injury,1,15, shoulder injury
2007-06-09, Pirates, , • Salomon Torres, placed on 15 day DL with right medial elbow inflammation,1,15, right medial elbow inflammation
2007-06-09, Rangers, , • Mark Teixeira, placed on 15 day DL with strained quadriceps,1,15, strained quadriceps
2007-06-11, Cubs, , • Aramis Ramirez, placed on 15 day DL with left patellar tendinitis,1,15, left patellar tendinitis
2007-06-11, Mariners, , • Chris Reitsma, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
